theta,a1,z1,a2,b2,z2,E,E1,E2,E3,E4,status
0,3.9,1.3,1.7,4.3,0.0,-8.20756034324586,-3.667474664893234,-2.196573027089471,-0.2278400958748534,-2.1156725553883007,Done
0,3.9,1.3,1.7,4.4,0.0,-8.204914133588318,-3.667474664893234,-2.2447231244295835,-0.2150621097680414,-2.0776542344974587,Done
0,3.9,1.3,1.7,4.5,0.0,-8.099249607184902,-3.667474664893234,-2.223935600646655,-0.2028821406274801,-2.0049572010175325,Done
0,4.0,1.3,1.5,4.3,0.0,-8.052369590062881,-3.6061324248439632,-2.198508895438863,-0.2490198133600643,-1.9987084564199904,Done
0,4.0,1.3,1.5,4.4,0.0,-8.050095493803383,-3.6061324248439632,-2.2837793467915617,-0.2346554819523589,-1.925528240215499,Done
0,4.0,1.3,1.5,4.5,0.0,-7.948379260385991,-3.6061324248439632,-2.286855400816421,-0.2209575661836424,-1.8344338685419643,Done
0,4.0,1.3,1.6,4.3,0.0,-8.077247224064195,-3.6061324248439632,-2.1993453662726097,-0.2278400958748534,-2.043929337072768,Done
0,4.0,1.3,1.6,4.4,0.0,-8.067815121234162,-3.6061324248439632,-2.2661274904821767,-0.2150621097680414,-1.9804930961399805,Done
0,4.0,1.3,1.6,4.5,0.0,-7.96049020337523,-3.6061324248439632,-2.257267676803167,-0.2028821406274801,-1.8942079611006195,Done
0,4.0,1.3,1.7,4.3,0.0,-8.094389542209683,-3.6061324248439632,-2.196573027089471,-0.2087512416474055,-2.082932848628843,Done
0,4.0,1.3,1.7,4.4,0.0,-8.07949370983988,-3.6061324248439632,-2.2447231244295835,-0.1973631901491899,-2.031274970417144,Done
0,4.0,1.3,1.7,4.5,0.0,-7.967623737058602,-3.6061324248439632,-2.223935600646655,-0.1864363585336832,-1.9511193530343007,Done
5,3.8,1.3,-1.2,4.3,0.0,-7.941787267802283,-3.6028963557619136,-2.279751360125374,-1.6318573252647184,-0.4272822266502771,Done
5,3.8,1.3,-1.2,4.4,0.0,-8.007545295753516,-3.6028963557619136,-2.3779290646489244,-1.6279466829728335,-0.3987731923698447,Done
5,3.8,1.3,-1.2,4.5,0.0,-7.949984430946642,-3.6028963557619136,-2.3870492950372864,-1.5881236433197046,-0.371915136827738,Done
5,3.8,1.3,-1.1,4.3,0.0,-7.948625871809781,-3.6028963557619136,-2.2496327626286075,-1.6285051668673989,-0.4675915865518618,Done
5,3.8,1.3,-1.1,4.4,0.0,-8.010086083741044,-3.6028963557619136,-2.370323015973554,-1.600988853344461,-0.4358778586611151,Done
5,3.8,1.3,-1.1,4.5,0.0,-7.949991333545768,-3.6028963557619136,-2.3944482654187595,-1.5468937263067346,-0.4057529860583599,Done
5,3.8,1.3,-1.0,4.3,0.0,-7.937003759099753,-3.6028963557619136,-2.2134549286129186,-1.6099559712747578,-0.5106965034501627,Done
5,3.8,1.3,-1.0,4.4,0.0,-8.000762540148571,-3.6028963557619136,-2.3576523340307176,-1.5642123747966252,-0.4760014755593147,Done
5,3.8,1.3,-1.0,4.5,0.0,-7.942564752709586,-3.6028963557619136,-2.39748792386672,-1.49948158072948,-0.4426988923514727,Done
5,3.9,1.3,-1.2,4.3,0.0,-7.972616206636303,-3.674072932510171,-2.279751360125374,-1.6285051668673989,-0.3902867471333593,Done
5,3.9,1.3,-1.2,4.4,0.0,-8.01787662031711,-3.674072932510171,-2.3779290646489244,-1.600988853344461,-0.3648857698135543,Done
5,3.9,1.3,-1.2,4.5,0.0,-7.94872627343284,-3.674072932510171,-2.3870492950372864,-1.5468937263067346,-0.3407103195786476,Done
5,3.9,1.3,-1.1,4.3,0.0,-7.960943893063813,-3.674072932510171,-2.2496327626286075,-1.6099559712747578,-0.4272822266502771,Done
5,3.9,1.3,-1.1,4.5,0.0,-7.939917915486149,-3.674072932510171,-2.3944482654187595,-1.49948158072948,-0.371915136827738,Done
5,3.9,1.3,-1.0,4.3,0.0,-7.93327383963333,-3.674072932510171,-2.2134549286129186,-1.5781543919583785,-0.4675915865518618,Done
5,3.9,1.3,-1.0,4.4,0.0,-7.986584579193732,-3.674072932510171,-2.3576523340307176,-1.518981453991728,-0.4358778586611151,Done
5,3.9,1.3,-1.0,4.5,0.0,-7.924184357267222,-3.674072932510171,-2.39748792386672,-1.4468705148319714,-0.4057529860583599,Done
5,4.0,1.3,-1.2,4.3,0.0,-7.863438251763,-3.6171947985858415,-2.279751360125374,-1.6099559712747578,-0.356536121777026,Done
5,4.0,1.3,-1.2,4.4,0.0,-7.893067391356453,-3.6171947985858415,-2.3779290646489244,-1.5642123747966252,-0.3337311533250613,Done
5,4.0,1.3,-1.2,4.5,0.0,-7.815881151371286,-3.6171947985858415,-2.3870492950372864,-1.49948158072948,-0.3121554770186776,Done
5,4.0,1.3,-1.1,4.3,0.0,-7.835268700306187,-3.6171947985858415,-2.2496327626286075,-1.5781543919583785,-0.3902867471333593,Done
5,4.0,1.3,-1.1,4.4,0.0,-7.871385038364679,-3.6171947985858415,-2.370323015973554,-1.518981453991728,-0.3648857698135543,Done
5,4.0,1.3,-1.1,4.5,0.0,-7.799223898415221,-3.6171947985858415,-2.3944482654187595,-1.4468705148319714,-0.3407103195786476,Done
5,4.0,1.3,-1.0,4.3,0.0,-7.793160896748304,-3.6171947985858415,-2.2134549286129186,-1.5352289428992665,-0.4272822266502771,Done
5,4.0,1.3,-1.0,4.4,0.0,-7.840393574471818,-3.6171947985858415,-2.3576523340307176,-1.4667732494854135,-0.3987731923698447,Done
5,4.0,1.3,-1.0,4.5,0.0,-7.776674326538341,-3.6171947985858415,-2.39748792386672,-1.3900764672580408,-0.371915136827738,Done
10,3.8,1.3,-1.4,4.3,0.0,-7.840988453943282,-3.535164181375876,-2.36501804641739,-1.5713195530406665,-0.3694866731093498,Done
10,3.8,1.3,-1.4,4.4,0.0,-7.900337722268887,-3.535164181375876,-2.3971264780993806,-1.6229742937139235,-0.3450727690797066,Done
10,3.8,1.3,-1.4,4.5,0.0,-7.839757279361947,-3.535164181375876,-2.361723618931137,-1.6208765277842758,-0.3219929512706585,Done
10,3.8,1.3,-1.3,4.3,0.0,-7.893824796046829,-3.535164181375876,-2.3413307989685563,-1.6134392793028385,-0.4038905363995582,Done
10,3.8,1.3,-1.3,4.4,0.0,-7.935401098526199,-3.535164181375876,-2.3966244701005053,-1.6268441478605382,-0.3767682991892798,Done
10,3.8,1.3,-1.3,4.5,0.0,-7.862771208689082,-3.535164181375876,-2.376610666193301,-1.599945931753609,-0.3510504293662961,Done
10,3.8,1.3,-1.2,4.3,0.0,-7.918652229127474,-3.535164181375876,-2.3100155398860807,-1.631942039108253,-0.4415304687572643,Done
10,3.8,1.3,-1.2,4.4,0.0,-7.951392563423724,-3.535164181375876,-2.390169274774962,-1.614952833391726,-0.4111062738811597,Done
10,3.8,1.3,-1.2,4.5,0.0,-7.873172814390273,-3.535164181375876,-2.386726754863048,-1.5687172690959414,-0.3825646090554073,Done
10,3.9,1.3,-1.4,4.3,0.0,-7.9588975829829,-3.642635936514125,-2.36501804641739,-1.6134392793028385,-0.3378043207485461,Done
10,3.9,1.3,-1.4,4.4,0.0,-7.982605538229109,-3.642635936514125,-2.3971264780993806,-1.6268441478605382,-0.3159989757550647,Done
10,3.9,1.3,-1.4,4.5,0.0,-7.899695152023924,-3.642635936514125,-2.361723618931137,-1.599945931753609,-0.295389664825052,Done
10,3.9,1.3,-1.3,4.3,0.0,-7.985395447700284,-3.642635936514125,-2.3413307989685563,-1.631942039108253,-0.3694866731093498,Done
10,3.9,1.3,-1.3,4.5,0.0,-7.909956823074026,-3.642635936514125,-2.376610666193301,-1.5687172690959414,-0.3219929512706585,Done
10,3.9,1.3,-1.2,4.3,0.0,-7.9858202719915425,-3.642635936514125,-2.3100155398860807,-1.6292782591917785,-0.4038905363995582,Done
10,3.9,1.3,-1.2,4.4,0.0,-7.998631516195019,-3.642635936514125,-2.390169274774962,-1.5890580057166517,-0.3767682991892798,Done
10,3.9,1.3,-1.2,4.5,0.0,-7.908828560073744,-3.642635936514125,-2.386726754863048,-1.5284154393302742,-0.3510504293662961,Done
10,4.0,1.3,-1.4,4.3,0.0,-7.917806345649296,-3.611946932505816,-2.36501804641739,-1.631942039108253,-0.3088993276178371,Done
10,4.0,1.3,-1.4,4.4,0.0,-7.913443268625997,-3.611946932505816,-2.3971264780993806,-1.614952833391726,-0.2894170246290741,Done
10,4.0,1.3,-1.4,4.5,0.0,-7.813330323275295,-3.611946932505816,-2.361723618931137,-1.5687172690959414,-0.2709425027424004,Done
10,4.0,1.3,-1.3,4.3,0.0,-7.920360311414697,-3.611946932505816,-2.3413307989685563,-1.6292782591917785,-0.3378043207485461,Done
10,4.0,1.3,-1.3,4.4,0.0,-7.913628384078038,-3.611946932505816,-2.3966244701005053,-1.5890580057166517,-0.3159989757550647,Done
10,4.0,1.3,-1.3,4.5,0.0,-7.812362702854443,-3.611946932505816,-2.376610666193301,-1.5284154393302742,-0.295389664825052,Done
10,4.0,1.3,-1.2,4.3,0.0,-7.899826929104165,-3.611946932505816,-2.3100155398860807,-1.6083777836029185,-0.3694866731093498,Done
10,4.0,1.3,-1.2,4.4,0.0,-7.89839306884096,-3.611946932505816,-2.390169274774962,-1.551204092480475,-0.3450727690797066,Done
10,4.0,1.3,-1.2,4.5,0.0,-7.801087603103951,-3.611946932505816,-2.386726754863048,-1.4804209644644288,-0.3219929512706585,Done
20,4.0,0.0,-1.8,4.1,0.0,-8.160394181511947,-3.403213261073688,-2.328749223423074,-2.1729573157645063,-0.2554743812506785,Done
20,4.0,0.0,-1.8,4.2,0.0,-8.181672418068047,-3.403213261073688,-2.391811468405649,-2.1462247622257564,-0.2404229263629531,Done
20,4.0,0.0,-1.8,4.3,0.0,-8.101518683281029,-3.403213261073688,-2.382092593528796,-2.090169921444613,-0.226042907233932,Done
20,4.0,0.0,-1.7,4.1,0.0,-8.161250105156796,-3.403213261073688,-2.273099754136638,-2.2059241811221,-0.2790129088243702,Done
20,4.0,0.0,-1.7,4.2,0.0,-8.18653938564239,-3.403213261073688,-2.375197513654712,-2.1459273225045763,-0.2622012884094147,Done
20,4.0,0.0,-1.7,4.3,0.0,-8.108209822385106,-3.403213261073688,-2.3922325275925687,-2.066546052476042,-0.2462179812428075,Done
20,4.0,0.0,-1.6,4.1,0.0,-8.116657989492523,-3.403213261073688,-2.200667529832572,-2.2077671779552475,-0.3050100206310162,Done
20,4.0,0.0,-1.6,4.2,0.0,-8.159012404474197,-3.403213261073688,-2.3465171691059368,-2.123298684382462,-0.2859832899121102,Done
20,4.0,0.0,-1.6,4.3,0.0,-8.091878247170825,-3.403213261073688,-2.393456799618434,-2.0270982638612622,-0.268109922617441,Done
20,4.1,0.0,-1.8,4.1,0.0,-8.246784738294082,-3.478198196098674,-2.328749223423074,-2.2059241811221,-0.2339131376502337,Done
20,4.1,0.0,-1.8,4.2,0.0,-8.236340461851796,-3.478198196098674,-2.391811468405649,-2.1459273225045763,-0.2204034748428966,Done
20,4.1,0.0,-1.8,4.3,0.0,-8.1344340928772,-3.478198196098674,-2.382092593528796,-2.066546052476042,-0.2075972507736878,Done
20,4.1,0.0,-1.7,4.1,0.0,-8.214539509441238,-3.478198196098674,-2.273099754136638,-2.2077671779552475,-0.2554743812506785,Done
20,4.1,0.0,-1.7,4.3,0.0,-8.123571894786437,-3.478198196098674,-2.3922325275925687,-2.0270982638612622,-0.226042907233932,Done
20,4.1,0.0,-1.6,4.1,0.0,-8.141230653651292,-3.478198196098674,-2.200667529832572,-2.1833520188956754,-0.2790129088243702,Done
20,4.1,0.0,-1.6,4.2,0.0,-8.16874069206824,-3.478198196098674,-2.3465171691059368,-2.081824038454215,-0.2622012884094147,Done
20,4.1,0.0,-1.6,4.3,0.0,-8.09219325723825,-3.478198196098674,-2.393456799618434,-1.9743202802783344,-0.2462179812428075,Done
20,4.2,0.0,-1.8,4.1,0.0,-8.175436223726138,-3.4247663470887346,-2.328749223423074,-2.2077671779552475,-0.2141534752590814,Done
20,4.2,0.0,-1.8,4.2,0.0,-8.142094734939747,-3.4247663470887346,-2.391811468405649,-2.123298684382462,-0.2022182350629009,Done
20,4.2,0.0,-1.8,4.3,0.0,-8.025003251517774,-3.4247663470887346,-2.382092593528796,-2.0270982638612622,-0.1910460470389807,Done
20,4.2,0.0,-1.7,4.1,0.0,-8.115131257771282,-3.4247663470887346,-2.273099754136638,-2.1833520188956754,-0.2339131376502337,Done
20,4.2,0.0,-1.7,4.2,0.0,-8.102191374040558,-3.4247663470887346,-2.375197513654712,-2.081824038454215,-0.2204034748428966,Done
20,4.2,0.0,-1.7,4.3,0.0,-7.998916405733325,-3.4247663470887346,-2.3922325275925687,-1.9743202802783344,-0.2075972507736878,Done
20,4.2,0.0,-1.6,4.1,0.0,-8.01839682616992,-3.4247663470887346,-2.200667529832572,-2.1374885679979343,-0.2554743812506785,Done
20,4.2,0.0,-1.6,4.2,0.0,-8.03670066538325,-3.4247663470887346,-2.3465171691059368,-2.024994222825626,-0.2404229263629531,Done
20,4.2,0.0,-1.6,4.3,0.0,-7.954966860357672,-3.4247663470887346,-2.393456799618434,-1.9107008064165711,-0.226042907233932,Done
0,3.8,1.3,1.6,4.2,0.0,-8.021602774824714,-3.603089001378976,-2.0259329777618404,-0.2894967184256529,-2.103084077258245,Done
0,3.8,1.3,1.7,4.2,0.0,-8.023549310863018,-3.603089001378976,-2.050865832614363,-0.2640737782930955,-2.1055206985765835,Done
0,3.8,1.3,1.8,4.2,0.0,-8.017010029172525,-3.603089001378976,-2.072193014959339,-0.2412041763600427,-2.100523836474167,Done
0,3.8,1.3,1.8,4.3,0.0,-8.184107157008839,-3.603089001378976,-2.1899239311605925,-0.2278400958748534,-2.163254128594417,Done
0,3.8,1.3,1.8,4.4,0.0,-8.194655600149417,-3.603089001378976,-2.2194545517559163,-0.2150621097680414,-2.157049937246484,Done
0,3.9,1.3,1.6,4.2,0.0,-8.049892808136065,-3.667474664893234,-2.0259329777618404,-0.2640737782930955,-2.0924113871878944,Done
0,3.9,1.3,1.7,4.2,0.0,-8.062628751125885,-3.667474664893234,-2.050865832614363,-0.2412041763600427,-2.103084077258245,Done
0,3.9,1.3,1.8,4.2,0.0,-8.065800814089016,-3.667474664893234,-2.072193014959339,-0.2206124356598593,-2.1055206985765835,Done
0,3.9,1.3,1.8,4.3,0.0,-8.208478390341043,-3.667474664893234,-2.1899239311605925,-0.2087512416474055,-2.1423285526398104,Done
0,3.9,1.3,1.8,4.4,0.0,-8.20385677916056,-3.667474664893234,-2.2194545517559163,-0.1973631901491899,-2.11956437236222,Done
0,4.0,1.3,1.6,4.2,0.0,-7.946259531643591,-3.6061324248439632,-2.0259329777618404,-0.2412041763600427,-2.0729899526777444,Done
0,4.0,1.3,1.7,4.2,0.0,-7.97002208030608,-3.6061324248439632,-2.050865832614363,-0.2206124356598593,-2.0924113871878944,Done
0,4.0,1.3,1.8,4.2,0.0,-7.983490954924491,-3.6061324248439632,-2.072193014959339,-0.2020814378629438,-2.103084077258245,Done
0,4.0,1.3,1.8,4.3,0.0,-8.103188487497391,-3.6061324248439632,-2.1899239311605925,-0.1914595761045348,-2.1156725553883007,Done
0,4.0,1.3,1.8,4.4,0.0,-8.084496219584253,-3.6061324248439632,-2.2194545517559163,-0.1812550084869144,-2.0776542344974587,Done
5,3.8,1.3,-1.3,4.3,0.0,-7.914667540666414,-3.6028963557619136,-2.303009390772786,-1.6184750469983555,-0.3902867471333593,Done
5,3.8,1.3,-1.3,4.4,0.0,-7.991581441354356,-3.6028963557619136,-2.379879365747911,-1.643919950030977,-0.3648857698135543,Done
5,3.8,1.3,-1.3,4.5,0.0,-7.940729285997804,-3.6028963557619136,-2.374803437371156,-1.6223191732860869,-0.3407103195786476,Done
5,3.9,1.3,-1.3,4.3,0.0,-7.965475770324701,-3.674072932510171,-2.303009390772786,-1.6318573252647184,-0.356536121777026,Done
5,3.9,1.3,-1.3,4.4,0.0,-8.015630134555977,-3.674072932510171,-2.379879365747911,-1.6279466829728335,-0.3337311533250613,Done
5,3.9,1.3,-1.3,4.5,0.0,-7.949155490219709,-3.674072932510171,-2.374803437371156,-1.5881236433197046,-0.3121554770186776,Done
5,4.0,1.3,-1.3,4.3,0.0,-7.874353788196458,-3.6171947985858415,-2.303009390772786,-1.6285051668673989,-0.3256444319704314,Done
5,4.0,1.3,-1.3,4.4,0.0,-7.903397461006534,-3.6171947985858415,-2.379879365747911,-1.600988853344461,-0.30533444332832,Done
5,4.0,1.3,-1.3,4.5,0.0,-7.82485768191691,-3.6171947985858415,-2.374803437371156,-1.5468937263067346,-0.2859657196531771,Done
20,4.0,0.0,-1.9,4.0,0.0,-7.936625998045201,-3.403213261073688,-2.2524691078433534,-2.03293536187266,-0.2480082672554999,Done
20,4.0,0.0,-1.9,4.1,0.0,-8.109174932789756,-3.403213261073688,-2.367721987015102,-2.104326547050732,-0.2339131376502337,Done
20,4.0,0.0,-1.9,4.2,0.0,-8.14099282733514,-3.403213261073688,-2.3964129992673406,-2.1209630921512144,-0.2204034748428966,Done
20,4.0,0.0,-1.8,4.0,0.0,-7.999127249102457,-3.403213261073688,-2.163956939824857,-2.160760403901804,-0.2711966443021083,Done
20,4.0,0.0,-1.7,4.0,0.0,-7.991861310802051,-3.403213261073688,-2.0521691708854632,-2.239637783379294,-0.2968410954636056,Done
20,4.1,0.0,-1.9,4.0,0.0,-8.11819601659954,-3.478198196098674,-2.2524691078433534,-2.160760403901804,-0.2267683087557088,Done
20,4.1,0.0,-1.9,4.1,0.0,-8.233030974137364,-3.478198196098674,-2.367721987015102,-2.1729573157645063,-0.2141534752590814,Done
20,4.1,0.0,-1.9,4.2,0.0,-8.223054192654672,-3.478198196098674,-2.3964129992673406,-2.1462247622257564,-0.2022182350629009,Done
20,4.1,0.0,-1.8,4.0,0.0,-8.129801186558325,-3.478198196098674,-2.163956939824857,-2.239637783379294,-0.2480082672554999,Done
20,4.1,0.0,-1.7,4.0,0.0,-8.077227143745404,-3.478198196098674,-2.0521691708854632,-2.275663132459158,-0.2711966443021083,Done
20,4.2,0.0,-1.9,4.0,0.0,-8.124264038269757,-3.4247663470887346,-2.2524691078433534,-2.239637783379294,-0.2073907999583752,Done
20,4.2,0.0,-1.9,4.1,0.0,-8.1947817295586,-3.4247663470887346,-2.367721987015102,-2.2059241811221,-0.1963692143326625,Done
20,4.2,0.0,-1.9,4.2,0.0,-8.153056707145879,-3.4247663470887346,-2.3964129992673406,-2.1459273225045763,-0.1859500382852275,Done
20,4.2,0.0,-1.8,4.0,0.0,-8.091154728128458,-3.4247663470887346,-2.163956939824857,-2.275663132459158,-0.2267683087557088,Done
20,4.2,0.0,-1.7,4.0,0.0,-8.000493338375236,-3.4247663470887346,-2.0521691708854632,-2.275549553145538,-0.2480082672554999,Done
0,3.8,1.3,1.9,4.2,0.0,-8.001861310185632,-3.603089001378976,-2.089086211679387,-0.2206124356598593,-2.0890736614674097,Done
0,3.8,1.3,1.9,4.3,0.0,-8.169754748232663,-3.603089001378976,-2.17896133143222,-0.2087512416474055,-2.1789531737740617,Done
0,3.8,1.3,1.9,4.4,0.0,-8.180989687272813,-3.603089001378976,-2.190271571671474,-0.1973631901491899,-2.1902659240731737,Done
0,3.9,1.3,1.9,4.2,0.0,-8.059166150909732,-3.667474664893234,-2.089086211679387,-0.2020814378629438,-2.100523836474167,Done
0,3.9,1.3,1.9,4.3,0.0,-8.201149701024406,-3.667474664893234,-2.17896133143222,-0.1914595761045348,-2.163254128594417,Done
0,3.9,1.3,1.9,4.4,0.0,-8.196051182298106,-3.667474664893234,-2.190271571671474,-0.1812550084869144,-2.157049937246484,Done
0,4.0,1.3,1.9,4.2,0.0,-7.985994719827431,-3.6061324248439632,-2.089086211679387,-0.1852553847274975,-2.1055206985765835,Done
0,4.0,1.3,1.9,4.3,0.0,-8.10320856772887,-3.6061324248439632,-2.17896133143222,-0.1757862588128773,-2.1423285526398104,Done
0,4.0,1.3,1.9,4.4,0.0,-8.082698403377435,-3.6061324248439632,-2.190271571671474,-0.1667300344997784,-2.11956437236222,Done
25,4.1,0.0,-1.9,4.1,0.0,-8.193917648211936,-3.2494965289661195,-2.366896183826612,-2.3619576801429503,-0.2155672552762553,Done
30,4.4,0.0,-2.3,3.9,0.0,-8.118259395065252,-2.864076749436208,-2.3727897577628028,-2.746727359364741,-0.1346655285015003,Done
25,4.0,0.0,-2.0,4.0,0.0,-7.8973388519953,-3.0803970167035004,-2.3220279638189822,-2.2663533941231435,-0.2285604773496743,Done
25,4.0,0.0,-2.0,4.1,0.0,-7.970177702794899,-3.0803970167035004,-2.388513903366402,-2.2856995274487417,-0.2155672552762553,Done
25,4.0,0.0,-2.0,4.2,0.0,-7.929219497556915,-3.0803970167035004,-2.3842549930122914,-2.261196516905329,-0.2033709709357936,Done
25,4.0,0.0,-1.9,4.0,0.0,-7.962069018554757,-3.0803970167035004,-2.2555476719135186,-2.3765855657838983,-0.24953876415384,Done
25,4.0,0.0,-1.9,4.1,0.0,-8.02480433078017,-3.0803970167035004,-2.366896183826612,-2.3425626011012355,-0.2349485291488235,Done
25,4.0,0.0,-1.9,4.2,0.0,-7.973896954499651,-3.0803970167035004,-2.393599871880724,-2.278811977637816,-0.2210880882776109,Done
25,4.0,0.0,-1.8,4.0,0.0,-7.954813747928711,-3.0803970167035004,-2.166049685678445,-2.4359461292478954,-0.27242091629887,Done
25,4.0,0.0,-1.8,4.1,0.0,-8.027229656872805,-3.0803970167035004,-2.3287134553538635,-2.3619576801429503,-0.256161504672491,Done
25,4.0,0.0,-1.8,4.2,0.0,-7.981225016308599,-3.0803970167035004,-2.3909348369488725,-2.2692424501292408,-0.2406507125269854,Done
25,4.1,0.0,-2.0,4.0,0.0,-8.15758921179804,-3.2494965289661195,-2.3220279638189822,-2.3765855657838983,-0.2094791532290401,Done
25,4.1,0.0,-2.0,4.1,0.0,-8.17868672554323,-3.2494965289661195,-2.388513903366402,-2.3425626011012355,-0.198113692109473,Done
25,4.1,0.0,-2.0,4.2,0.0,-8.099908492644317,-3.2494965289661195,-2.3842549930122914,-2.278811977637816,-0.1873449930280912,Done
25,4.1,0.0,-1.9,4.0,0.0,-8.169550807477208,-3.2494965289661195,-2.2555476719135186,-2.4359461292478954,-0.2285604773496743,Done
25,4.1,0.0,-1.9,4.2,0.0,-8.115709821911878,-3.2494965289661195,-2.393599871880724,-2.2692424501292408,-0.2033709709357936,Done
25,4.1,0.0,-1.8,4.0,0.0,-8.11737523348711,-3.2494965289661195,-2.166049685678445,-2.4522902546887053,-0.24953876415384,Done
25,4.1,0.0,-1.8,4.1,0.0,-8.162876611066167,-3.2494965289661195,-2.3287134553538635,-2.3497180975973606,-0.2349485291488235,Done
25,4.1,0.0,-1.8,4.2,0.0,-8.09819915544358,-3.2494965289661195,-2.3909348369488725,-2.236679701250978,-0.2210880882776109,Done
25,4.2,0.0,-2.0,4.0,0.0,-8.221639785027946,-3.2712824211484985,-2.3220279638189822,-2.4359461292478954,-0.1923832708125701,Done
25,4.2,0.0,-2.0,4.1,0.0,-8.204075152621954,-3.2712824211484985,-2.388513903366402,-2.3619576801429503,-0.1823211479641031,Done
25,4.2,0.0,-2.0,4.2,0.0,-8.097544034957536,-3.2712824211484985,-2.3842549930122914,-2.2692424501292408,-0.1727641706675058,Done
25,4.2,0.0,-1.9,4.0,0.0,-8.188599500979763,-3.2712824211484985,-2.2555476719135186,-2.4522902546887053,-0.2094791532290401,Done
25,4.2,0.0,-1.9,4.1,0.0,-8.186010394681944,-3.2712824211484985,-2.366896183826612,-2.3497180975973606,-0.198113692109473,Done
25,4.2,0.0,-1.9,4.2,0.0,-8.088906987308292,-3.2712824211484985,-2.393599871880724,-2.236679701250978,-0.1873449930280912,Done
25,4.2,0.0,-1.8,4.0,0.0,-8.099326163370279,-3.2712824211484985,-2.166049685678445,-2.433433579193661,-0.2285604773496743,Done
25,4.2,0.0,-1.8,4.1,0.0,-8.127131131433998,-3.2712824211484985,-2.3287134553538635,-2.311567999655381,-0.2155672552762553,Done
25,4.2,0.0,-1.8,4.2,0.0,-8.05084913338942,-3.2712824211484985,-2.3909348369488725,-2.185260904356255,-0.2033709709357936,Done
30,4.3,0.0,-2.4,3.8,0.0,-7.870334586652461,-2.902819216818898,-2.346747465271619,-2.4798316686064936,-0.1409362359554506,Done
30,4.3,0.0,-2.4,3.9,0.0,-7.972262290946674,-2.902819216818898,-2.392797914144466,-2.5419796314818086,-0.1346655285015003,Done
30,4.3,0.0,-2.4,4.0,0.0,-7.957731041897205,-2.902819216818898,-2.379307704148232,-2.546918135209125,-0.1286859857209492,Done
30,4.3,0.0,-2.3,3.8,0.0,-8.023968487454113,-2.902819216818898,-2.27879503488657,-2.6893867505859816,-0.1529674851626623,Done
30,4.3,0.0,-2.3,3.9,0.0,-8.097630003860104,-2.902819216818898,-2.3727897577628028,-2.676128091814462,-0.145892937463941,Done
30,4.3,0.0,-2.3,4.0,0.0,-8.057695267445524,-2.902819216818898,-2.3931166892143665,-2.622672397410497,-0.1390869640017626,Done
